000,UGX,UGX,800,00000000, 
000,USD,USD,840,00000000,X
000,USDN,USD,840,00000000, 
000,UYU,UYU,858,00000000, 
000,UZS,UZS,860,00000000, 
000,VEB,VEB,862,00000000, 
000,VEF,VEF,937,00000000, 
000,VND,VND,704,00000000, 
000,VUV,VUV,548,00000000, 
000,WST,WST,882,00000000, 
000,XAF,XAF,950,00000000, 
000,XCD,XCD,951,00000000, 
000,XDS, , ,00000000, 
000,XEU,XEU,954,00000000, 
000,XOF,XOF,952,00000000, 
000,XPF,XPF,953,00000000,X
000,YER,YER,886,00000000, 
000,YUM,YUM,891,00000000, 
000,ZAR,ZAR,710,00000000, 
000,ZMK,ZMK,894,00000000, 
000,ZRN,ZRN,180,00000000, 
000,ZWD,ZWD,716,00000000, 
000,ZWL,ZWL,932,00000000, 
000,ZWN,ZWN,942,00000000, 
000,ZWR,ZWR,935,00000000, 
001,ADP,ADP,020,00000000, 
001,AED,AED,784,00000000, 
001,AFA,AFA,004,00000000, 
001,AFN,AFN,971,00000000, 
001,ALL,ALL,008,00000000, 
001,AMD,AMD,051,00000000, 
001,ANG,ANG,532,00000000, 
001,AOA,AOA,973,00000000, 
001,AON,AON,024,00000000, 
001,AOR,AOR,982,00000000, 
001,ARS,ARS,032,00000000, 
001,ATS,ATS,040,00000000, 
001,AUD,AUD,036,00000000, 
001,AWG,AWG,533,00000000, 
001,AZM,AZM,031,00000000, 
001,AZN,AZN,944,00000000, 
001,BAM,BAM,977,00000000, 
001,BBD,BBD,052,00000000, 
001,BDT,BDT,050,00000000, 
001,BEF,BEF,056,00000000, 
001,BGN,BGN,975,00000000, 
001,BHD,BHD,048,00000000, 
001,BIF,BIF,108,00000000, 
001,BMD,BMD,060,00000000, 
001,BND,BND,096,00000000, 
001,BOB,BOB,068,00000000, 
001,BRL,BRL,986,00000000, 
001,BSD,BSD,044,00000000, 
001,BTN,BTN,064,00000000, 
001,BWP,BWP,072,00000000, 
001,BYB,BYB,112,00000000, 
001,BYR,BYR,974,00000000, 
001,BZD,BZD,084,00000000, 
001,CAD,CAD,124,00000000, 
001,CDF,CDF,976,00000000, 
001,CFP,XPF,953,00000000, 
001,CHF,CHF,756,00000000, 
001,CLP,CLP,152,00000000, 
001,CNY,CNY,156,00000000,X
001,COP,COP,170,00000000, 
001,CRC,CRC,188,00000000, 
001,CSD,CSD,891,00000000, 
001,CUC,CUC,931,00000000, 
001,CUP,CUP,192,00000000, 
001,CVE,CVE,132,00000000, 
001,CYP,CYP,196,00000000, 
001,CZK,CZK,203,00000000, 
001,DEM,DEM,280,00000000,X
001,DEM3,DEM,280,00000000, 
001,DJF,DJF,262,00000000, 
001,DKK,DKK,208,00000000, 
001,DOP,DOP,214,00000000, 
001,DZD,DZD,012,00000000, 
001,ECS,ECS,218,00000000, 
001,EEK,EEK,233,00000000, 
001,EGP,EGP,818,00000000, 
001,ERN,ERN,232,00000000, 
001,ESP,ESP,724,00000000, 
001,ETB,ETB,230,00000000, 
001,EUR,EUR,978,00000000, 
001,FIM,FIM,246,00000000, 
001,FJD,FJD,242,00000000, 
001,FKP,FKP,238,00000000, 
001,FRF,FRF,250,00000000, 
001,GBP,GBP,826,00000000, 
001,GEL,GEL,981,00000000, 
001,GHC,GHC,288,00000000, 
001,GHS,GHS,936,00000000, 
001,GIP,GIP,292,00000000, 
001,GMD,GMD,270,00000000, 
001,GNF,GNF,324,00000000, 
001,GRD,GRD,300,00000000, 
001,GTQ,GTQ,320,00000000, 
001,GWP,GWP,624,00000000, 
001,GYD,GYD,328,00000000, 
001,HKD,HKD,344,00000000, 
001,HNL,HNL,340,00000000, 
001,HRK,HRK,191,00000000, 
001,HTG,HTG,332,00000000, 
001,HUF,HUF,348,00000000, 
001,IDR,IDR,360,00000000, 
001,IEP,IEP,372,00000000, 
001,ILS,ILS,376,00000000, 
001,INR,INR,356,00000000, 
001,IQD,IQD,368,00000000, 
001,IRR,IRR,364,00000000, 
001,ISK,ISK,352,00000000, 
001,ITL,ITL,380,00000000, 
001,JMD,JMD,388,00000000, 
001,JOD,JOD,400,00000000, 
001,JPY,JPY,392,00000000, 
001,KES,KES,404,00000000, 
001,KGS,KGS,417,00000000, 
001,KHR,KHR,116,00000000, 
001,KMF,KMF,174,00000000, 
001,KPW,KPW,408,00000000, 
001,KRW,KRW,410,00000000, 
001,KWD,KWD,414,00000000, 
001,KYD,KYD,136,00000000, 
001,KZT,KZT,398,00000000, 
001,LAK,LAK,418,00000000, 
001,LBP,LBP,422,00000000, 
001,LKR,LKR,144,00000000, 
001,LRD,LRD,430,00000000, 
001,LSL,LSL,426,00000000, 
001,LTL,LTL,440,00000000, 
001,LUF,LUF,442,00000000, 
001,LVL,LVL,428,00000000, 
001,LYD,LYD,434,00000000, 
001,MAD,MAD,504,00000000, 
001,MDL,MDL,498,00000000, 
001,MGA,MGA,969,00000000, 
001,MGF,MGF,450,00000000, 
001,MKD,MKD,807,00000000, 
001,MMK,MMK,104,00000000, 
001,MNT,MNT,496,00000000, 
001,MOP,MOP,446,00000000, 
001,MRO,MRO,478,00000000, 
001,MTL,MTL,470,00000000, 
001,MUR,MUR,480,00000000, 
001,MVR,MVR,462,00000000, 
001,MWK,MWK,454,00000000, 
001,MXN,MXN,484,00000000, 
001,MYR,MYR,458,00000000, 
001,MZM,MZM,508,00000000, 
001,MZN,MZN,943,00000000, 
001,NAD,NAD,516,00000000, 
001,NGN,NGN,566,00000000, 
001,NIO,NIO,558,00000000, 
001,NLG,NLG,528,00000000, 
001,NOK,NOK,578,00000000, 
001,NPR,NPR,524,00000000, 
001,NZD,NZD,554,00000000, 
001,OMR,OMR,512,00000000, 
001,PAB,PAB,590,00000000, 
001,PEN,PEN,604,00000000, 
001,PGK,PGK,598,00000000, 
001,PHP,PHP,608,00000000, 
001,PKR,PKR,586,00000000, 
001,PLN,PLN,985,00000000, 
001,PTE,PTE,620,00000000, 
001,PYG,PYG,600,00000000, 
001,QAR,QAR,634,00000000, 
001,RMB,CNY,156,00000000, 
001,ROL,ROL,642,00000000, 
001,RON,RON,946,00000000, 
001,RSD,RSD,941,00000000, 
001,RUB,RUB,643,00000000, 
001,RWF,RWF,646,00000000, 
001,SAR,SAR,682,00000000, 
001,SBD,SBD,090,00000000, 
001,SCR,SCR,690,00000000, 
001,SDD,SDD,736,00000000, 
001,SDG,SDG,938,00000000, 
001,SDP,SDP,736,00000000, 
001,SEK,SEK,752,00000000, 
001,SGD,SGD,702,00000000, 
001,SHP,SHP,654,00000000, 
001,SIT,SIT,705,00000000, 
001,SKK,SKK,703,00000000, 
001,SLL,SLL,694,00000000, 
001,SOS,SOS,706,00000000, 
001,SRD,SRD,968,00000000, 
001,SRG,SRG,740,00000000, 
001,STD,STD,678,00000000, 
001,SVC,SVC,222,00000000, 
001,SYP,SYP,760,00000000, 
001,SZL,SZL,748,00000000, 
001,THB,THB,764,00000000, 
001,TJR,TJR,762,00000000, 
001,TJS,TJS,972,00000000, 
001,TMM,TMM,795,00000000, 
001,TMT,TMT,934,00000000, 
001,TND,TND,788,00000000, 
001,TOP,TOP,776,00000000, 
001,TPE,TPE,626,00000000, 
001,TRL,TRL,792,00000000, 
001,TRY,TRY,949,00000000, 
001,TTD,TTD,780,00000000, 
001,TWD,TWD,901,00000000, 
001,TZS,TZS,834,00000000, 
001,UAH,UAH,980,00000000, 
001,UGX,UGX,800,00000000, 
001,USD,USD,840,00000000,X
001,USDN,USD,840,00000000, 
001,UYU,UYU,858,00000000, 
001,UZS,UZS,860,00000000, 
001,VEB,VEB,862,00000000, 
001,VEF,VEF,937,00000000, 
001,VND,VND,704,00000000, 
001,VUV,VUV,548,00000000, 
001,WST,WST,882,00000000, 
001,XAF,XAF,950,00000000, 
001,XCD,XCD,951,00000000, 
001,XDS, , ,00000000, 
001,XEU,XEU,954,00000000, 
001,XOF,XOF,952,00000000, 
001,XPF,XPF,953,00000000,X
001,YER,YER,886,00000000, 
001,YUM,YUM,891,00000000, 
001,ZAR,ZAR,710,00000000, 
001,ZMK,ZMK,894,00000000, 
001,ZRN,ZRN,180,00000000, 
001,ZWD,ZWD,716,00000000, 
001,ZWL,ZWL,932,00000000, 
001,ZWN,ZWN,942,00000000, 
001,ZWR,ZWR,935,00000000, 
