000,D,KV,KV,kV,kV,Kilovolt
000,D,KVA,KVA,kVA,kVA,Kilovoltampere
000,D,KW,KW,kW,kW,Kilowatt
000,D,KWH,KWH,kW.h,kW.h,Kilowattstunde
000,D,KWK,KWK,kgw/kg,kgw/kg,kg Wirkstoff / kg
000,D,L,L,l,l,Liter
000,D,L2,LMI,l/min,l/min,Liter/Minute
000,D,LB,LB,lb,Pound,Pfund (Pound)
000,D,LE,LE,LE,LeistEinh.,Leistungseinheit
000,D,LHK,LHK,l/hkm,l/100 km,Liter pro 100 km
000,D,LMS,LMS,l/m_.s,l/mol.s,Liter/Molsekunde
000,D,LPH,LPH,L/Std,Liter/Std,Liter pro Stunde
000,D,M,M,m,m,Meter
000,D,M%,M%,%(m),%(m),Massenprozent
000,D,M%O,M%O,%O(m),%O(Masse),Massenpromille
000,D,M/S,M/S,m/s,m/s,Meter/Sekunde
000,D,M2,M2,m2,m2,Quadratmeter
000,D,M2I,M-2,1/M2,1/M2,1 / Quadratmeter
000,D,M2S,M2S,m2/s,m2/s,Quadratmeter/Sekunde
000,D,M3,M3,m3,m3,Kubikmeter
000,D,M3D,M3D,m3/d,m3/Tag,Kubikmeter/Tag
000,D,M3S,M3S,m3/s,m3/s,Kubikmeter/Sekunde
000,D,MA,MA,mA,mA,Milliampere
000,D,MBA,MBA,mbar,mbar,Millibar
000,D,MBZ,MBZ,m.b_/s,m.bar/s,Meterbar/Sekunde
000,D,MEJ,MEJ,MJ,MJ,Megajoule
000,D,MG,MG,mg,mg,Milligramm
000,D,MGF,MGF,mg/cm2,mg/cm2,Milligramm/Quadratzentimeter
000,D,MGG,MGG,mg/g,mg/g,Milligramm/Gramm
000,D,MGK,MGK,mg/kg,mg/kg,Milligramm/Kilogramm
000,D,MGL,MGL,mg/l,mg/l,Milligramm/Liter
000,D,MGQ,MGQ,mg/m3,mg/m3,Milligramm/Kubikmeter
000,D,MGW,MGW,MW,MW,Megawatt
000,D,MHZ,MHZ,MHz,MHz,Megahertz
000,D,MI,MI,meile,Meile,Meile
000,D,MI2,MI2,Meile2,Qudr.Meile,Quadratmeile
000,D,MIM,µM,µm,µm,Mikrometer
000,D,MIN,MIN,min,min,Minute
000,D,MIS,MIS,µs,µs,Mikrosekunde
000,D,MJ,MIJ,mJ,mJ,Millijoule
000,D,ML,ML,ml,ml,Milliliter
000,D,MLK,MLK,ml/m3,ml/m3,Milliliter/Kubikmeter
000,D,MLW,MLW,mlw,ml Stoff,Milliliter Wirkstoff
000,D,MM,MM,mm,mm,Millimeter
000,D,MM2,MM2,mm2,mm2,Quadratmillimeter
000,D,MMA,MMA,mm/a,mm/a,Millimeter/Jahr
000,D,MMG,MMG,mmol/g,mmol/g,Millimol/Gramm
000,D,MMH,MMH,mm/h,mm/h,Millimeter/Stunde
000,D,MMK,MMK,m_/kg,mmol/kg,Millimol/Kilogramm
000,D,MMO,MMO,mmol,mmol,Millimol
000,D,MMQ,MM3,mm3,mm3,Kubikmillimeter
000,D,MMS,MMS,mm/s,mm/s,Millimeter/Sekunde
000,D,MNM,MNM,mN/m,mN/m,Millinewton/Meter
000,D,MOK,MOK,mol/kg,mol/kg,Mol/Kilogramm
000,D,MOL,MOL,mol,mol,Mol
000,D,MON,MON,Monate,Monate,Monate
000,D,MPA,MPA,MPa,MPa,Megapascal
000,D,MPB,MPB,ppb(m),ppb(m),Massen-parts per billion
000,D,MPG,MPG,MPG US,Mi/Gal(US),Meilen pro Gallone (US)
000,D,MPM,MPM,ppm(m),ppm(m),Massen-parts per million
000,D,MPS,MPS,mPa.s,mPa.s,Millipascalsekunde
000,D,MPT,MPT,ppt(m),ppt(m),Massen-parts per trillion
000,D,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/Sekunde
000,D,MQH,M3H,m3/h,m3/h,Kubikmeter/Stunde
000,D,MS,MS,ms,ms,Millisekunde
000,D,MS2,MS2,m/s2,m/s2,Meter/Quadratsekunde
000,D,MTE,MTE,mT,mT,Millitesla
000,D,MTS,M/H,m/h,m/h,Meter/Stunde
000,D,MV,MV,mV,mV,Millivolt
000,D,MVA,MVA,MVA,MVA,Megavoltampere
000,D,MW,MW,mW,mW,Milliwatt
000,D,MWH,MWH,MW.h,MW.h,Megawattstunde
000,D,N,N,N,N,Newton
000,D,NAM,NAM,nm,nm,Nanometer
000,D,NM,NM,N/m,N/m,Newton/Meter
000,D,NS,NS,ns,ns,Nanosekunde
000,D,OCM,OCM,Ohcm,Ohm*cm,Spez. elek. Widerstand
000,D,OHM,OHM,Ohm,Ohm,Ohm
000,D,OM,OM,Ohmm,Ohm*m,Spez. elek. Widerstand
000,D,OZ,OZ,oz,Unze,Unze
000,D,OZA,FOZ,foz us,Fld Oz US,Fluid Ounce US
000,D,P,P,P,Punkte,Punkte
000,D,PA,PA,Pa,Pa,Pascal
000,D,PAA,PAA,PAAR,Paar,Paar
000,D,PAK,PAK,PAK,Pack,Pack
000,D,PAL,PAL,PAL,Palette,Palette
000,D,PAS,PAS,Pa.s,Pa.s,Pascalsekunde
000,D,PMI,PMI,1/min,1/min,1/Minute
000,D,PMR,PMR,kg/m2s,kg/m2*s,Permeationsrate SI
000,D,PPB,PPB,ppb,ppb,Parts per billion
000,D,PPM,PPM,ppm,ppm,Parts per million
000,D,PPT,PPT,ppt,ppt,Parts per trillion
000,D,PRM,PRM,µg/c2m,µg/cm2*min,Permeationsrate
000,D,PRS,PRS,PRS,Personen,Anzahl Personen
000,D,PS,PS,ps,ps,Pikosekunde
000,D,PT,PT,pt us,Pint US l,Pint\ U.S. liquid
000,D,QT,QT,qt us,Quart US l,Quart\ U.S. liquid
000,D,RHO,RHO,g/cm3,g/cm3,Gramm/Kubikzentimeter
000,D,ROL,ROL,rol,Rolle,Rolle
000,D,S,S,s,s,Sekunde
000,D,ST,ST,ST,Stück,Stück
000,D,STD,STD,std,Stunden,Stunden
000,D,TAG,TAG,Tage,Tage,Tage
000,D,TC3,TC3,1/cm3,1/cm3,1/Kubikzentimeter
000,D,TES,TES,T,T,Tesla
000,D,TH,TS,tausnd,Tausend,Tausend
000,D,TM3,TM3,1/m3,1/m3,1/Kubikmeter
000,D,TO,TO,t,t,Tonne
000,D,TON,TON,ton,US-Tonne,US-Tonne
000,D,UGL,µGL,µg/l,µg/l,Mikrogramm/Liter
000,D,V,V,V,V,Volt
000,D,V%,V%,%(V),%(V),Volumenprozent
000,D,V%O,V%O,%O(V),%O(V),Volumenpromille
000,D,V01,MSC,µS/cm,µS/cm,Microsiemens pro Zentimeter
000,D,V02,MPL,mMol/l,Millimol/l,Millimol pro Liter
000,D,VAL,VAL,val,Value/Wert,Wertartikel
000,D,VPB,VPB,ppb(V),ppb(V),Volumen-parts per billion
000,D,VPM,VPM,ppm(V),ppm(V),Volumen-parts per million
000,D,VPT,VPT,ppt(V),ppt(V),Volumen-parts per trillion
000,D,W,W,W,W,Watt
000,D,WCH,WCH,Wochen,Wochen,Wochen
000,D,WMK,WMK,W/mk,W/(m*K),Wärmeleitfähigkeit
000,D,WTL,WTL,kg/sm2,kg/s*m2,Verdampfungsgeschwindigkeit
000,D,YD,YD,yd,Yard,Yard
000,D,YD2,YD2,yd2,Qudr.Yard,Quadrat Yard
000,D,YD3,YD3,yd3,Kubik Yard,Kubik Yard
000,D,bbl,bbl,Bt/bbl,Btu/bbl,British Thermal Unit/US Barrel
000,D,bft,bft,Bt/ft3,Btu/ft3,British Thermal Unit/Kubikfuß
000,D,bgl,bgl,Bt/gal,Btu/gal,British Thermal Unit/US Gallon
000,D,btl,btl,Btu/lb,Btu/lb,British Thermal Unit/US Pfund
000,D,gj3,gj3,GJ/tm3,GJ/1000m3,Gigajoule/1000 Kubikmeter
000,D,gjm,gjm,GJ/m3,GJ/m3,Gigajoule/Kubikmeter
000,D,gjt,gjt,GJ/ton,GJ/ton,Gigajoule/US Tonne
000,D,jm3,jm3,J/m3,J/m3,Joule/Kubikmeter
000,D,kgb,kgb,kg/bbl,kg/bbl,Kilogramm/US Barrel
000,D,kgj,kgj,kg/J,kg/J,Kilogramm/Joule
000,D,kgm,kgm,kg/MB,kg/MMBtu,Kilogramm/Millionen BTU
000,D,kgs,kgs,kg/scf,kg/scf,Kilogramm/Standard Kubikfuß
000,D,kgt,kgt,kg/ton,kg/ton,Kilogramm/US Tonne
000,D,kml,kml,kg/kgm,kg/kg mole,Kilogramm/Kilogramm Mol
000,D,lbb,lbb,lb/Btu,lb/Btu,US Pfund/British Thermal Unit
000,D,lbg,lbg,lb/gal,lb/gal,US Pfund/US Gallone
000,D,lbl,lbl,lb/lbm,lb/lb mol,US Pfund/US Pfund Mol
000,D,lbm,lbm,lb/MB,lb/MMBtu,US Pfund/Millionen BTU
000,D,lbs,lbs,lb/scf,lb/scf,US Pfund/Standard Kubikfuß
000,D,lbt,lbt,lb/ton,lb/ton,US Pfund/US Tonne
000,D,mbb,mbb,MB/bbl,MMBtu/bbl,Millionen BTU/US Barrel
000,D,mbt,mbt,MB/ton,MMBtu/ton,Millionen BTU/US Tonne
000,D,tbl,tbl,t/bbl,t/bbl,Tonne/US Barrel
000,D,tbt,tbt,t/Btu,t/Btu,Tonne/British Thermal Unit
000,D,tgl,tgl,ton/gl,ton/gal,US Tonne/US Gallone
000,D,tjl,tjl,t/Joul,t/Joule,Tonne/Joule
000,D,tm3,tm3,t/tm3,t/1000m3,Tonne/1000 Kubikmeter
000,D,tt,tt,t/t,t/t,Tonne/Tonne
000,D,ttj,ttj,t/TJ,t/TJ,Tonne/Terajoule
000,E,%,%,%,%,Percentage
000,E,%O,%O,%O,%0,Per mille
000,E,1,ONE,One,One,One
000,E,10,D,d,Days,Days
000,E,22S,22S,mm2/s,mm2/s,Square millimeter/second
000,E,2M,CMS,cm/s,cm/s,Centimeter/second
000,E,2X,000,m/min,m/min,Meter/Minute
000,E,4G,µL,µl,µl,Microliter
000,E,4O,µF,µF,µF,Microfarad
000,E,4T,IB,pF,pF,Pikofarad
000,E,A,A,A,A,Ampere
000,E,A87,GOH,GOhm,GOhm,Gigaohm
000,E,A93,GM3,g/m3,g/m3,Gram/Cubic meter
000,E,ACR,ACR,acre,Acre,Acre
000,E,B34,KD3,kg/dm3,kg/dm3,Kilogram/cubic decimeter
000,E,B45,QML,kmol,kmol,Kilomol
000,E,B47,NI,ND,ND,Kilonewton
000,E,B73,MN,MN,MN,Meganewton
000,E,B75,MGO,MOhm,MOhm,Megohm
000,E,B78,MHV,MV,MV,Megavolt
000,E,B84,µA,µA,µA,Microampere
000,E,BAG,BAG,Bag,Bag,Bag
000,E,BAR,BAR,bar,bar,bar
000,E,BOT,BT,Bt.,Bottle,Bottle
000,E,BQK,BQK,Bq/kg,Bq/kg,Becquerel/kilogram
000,E,C10,RF,mF,mF,Millifarad
000,E,C36,M/M,mol/m3,Mol/m3,Mol per cubic meter
000,E,C38,M/L,Mol/l,Mol/Liter,Mol per liter
000,E,C39,NA,nA,nA,Nanoampere
000,E,C3S,C3S,cm3/s,cm3/s,Cubic centimeter/second
000,E,C41,R-U,nF,nF,Nanofarad
000,E,C56,NMM,N/mm2,N/mm2,Newton/Square millimeter
000,E,CCM,CCM,cm3,cm3,Cubic centimeter
000,E,CD,CD,cd,cd,Candela
000,E,CDM,CD3,dm3,Cubic dec.,Cubic decimeter
000,E,CM,CM,cm,cm,Centimeter
000,E,CM2,CM2,cm2,cm2,Square centimeter
000,E,CMH,CMH,cm/h,cm/h,Centimeter/hour
000,E,CS,CV,Case,Case,Case
000,E,CTL,CL,Cl,Centiliter,Centiliter
000,E,D10,S/M,S/m,Siemens/m,Siemens per meter
000,E,D41,TOM,t/m3,t/m3,Ton/Cubic meter
000,E,D46,VAM,VAM,VA,Voltampere
000,E,DEG,DEG,deg,Degree,Degree
000,E,DM,DM,dm,dm,Decimeter
000,E,DR,DR,Dr,Drum,Drum
000,E,DZ,DZ,dz,Dozen,Dozen
000,E,EA,EA,EA,each,each
000,E,EE,EU,EU,Enzy.Units,Enzyme Units
000,E,EML,EML,EU/ml,Enzyme/ml,Enzyme Units / Milliliter
000,E,F,F,F,F,Farad
000,E,FA,°F,°F,°F,Fahrenheit
000,E,FT,FT,Foot,Foot,Foot
000,E,FT2,FT2,ft2,Square ft,Square foot
000,E,FT3,FT3,ft3,Cubic ft,Cubic foot
000,E,G,G,g,g,Gram
000,E,G/L,G/L,gai/l,gai/liter,gram act.ingrd / liter
000,E,GAU,GAU,GAU,Gram Gold,Gram Gold
000,E,GC,°C,°C,°C,Degrees Celsius
000,E,GHG,GHG,g/hg,g/hg,Gram/hectogram
000,E,GJ,GJ,GJ,Gigajoule,Gigajoule
000,E,GKG,GKG,g/kg,g/kg,Gram/kilogram
000,E,GLI,GLI,g/l,g/l,Gram/liter
000,E,GLL,GAL,gal US,US gallon,US gallon
000,E,GLM,GPM,GPM US,Gal/Mi(US),Gallons per mile (US)
000,E,GM,GM,g/mol,g/mol,Gram/Mol
000,E,GM2,GM2,g/m2,g/m2,Gram/square meter
000,E,GPH,GPH,GPH US,Gal/hr US,Gallons per hour (US)
000,E,GQ,µGQ,µg/m3,µg/m3,Microgram/cubic meter
000,E,GRO,GRO,gro,Gross,Gross
000,E,GW,GAI,gai,g act.ing.,Gram act. ingrd.
000,E,H,H,h,Hour,Hour
000,E,HAR,HA,Hectar,Hectare,Hectare
000,E,HL,HL,hl,hl,Hectoliter
000,E,HPA,HPA,hPa,hPa,Hectopascal
000,E,HZ,HZ,Hz,Hz,Hertz (1/second)
000,E,IN,\\,\\,Inches,Inch
000,E,IN2,\\2,Inch2,Squar.inch,Square inch
000,E,IN3,\\3,Inch3,Cubic inch,Cubic inch
000,E,J,J,J,J,Joule
000,E,JHR,YR,yr,Year,Years
000,E,JKG,JKG,J/kg,J/kg,Joule/Kilogram
000,E,JKK,JKK,J/kgK,J/(kg*K),Spec. Heat Capacity
000,E,JMO,JMO,J/mol,J/mol,Joule/Mol
000,E,K,K,K,K,Kelvin
000,E,KA,KA,kA,kA,Kiloampere
000,E,KAN,CAN,Can,Canister,Canister
000,E,KAR,CAR,Car,Carton,Carton
000,E,KBK,KBK,kBq/kg,kBq/kg,Kilobecquerel/kilogram
000,E,KG,KG,kg,kg,Kilogram
000,E,KGF,KGF,kg/m2,kg/m2,Kilogram/Square meter
000,E,KGK,KGK,kg/kg,kg/kg,Kilogram/Kilogram
000,E,KGM,KGM,kg/mol,kg/mol,Kilogram/Mol
000,E,KGS,KGS,kg/s,kg/s,Kilogram/second
000,E,KGV,KGV,kg/m3,kg/m3,Kilogram/cubic meter
000,E,KGW,KAI,kgai,kg ac.ing.,Kilogram act. ingrd.
000,E,KHZ,KHZ,kHz,kHz,Kilohertz
000,E,KI,CRT,Crate,Crate,Crate
000,E,KJ,KJ,kJ,kJ,Kilojoule
000,E,KJK,KJK,KJ/kg,KJ/kg,Kilojoule/kilogram
000,E,KJM,KJM,KJ/mol,KJ/mol,Kilojoule/Mol
000,E,KM,KM,km,km,Kilometer
000,E,KM2,KM2,km2,km2,Square kilometer
000,E,KMH,KMH,km/h,km/h,Kilometer/hour
000,E,KMK,KMK,m3/m3,m3/m3,Cubic meter/Cubic meter
000,E,KMN,KMN,K/min,K/min,Kelvin/Minute
000,E,KMS,KMS,K/s,K/s,Kelvin/Second
000,E,KOH,KOH,kOhm,kOhm,Kiloohm
000,E,KPA,KPA,kPa,kPa,Kilopascal
000,E,KT,KT,kt,kt,Kilotonne
000,E,KV,KV,kV,kV,Kilovolt
000,E,KVA,KVA,kVA,kVA,Kilovoltampere
000,E,KW,KW,KW,KW,Kilowatt
000,E,KWH,KWH,kwh,kwh,Kilowatt hours
000,E,KWK,KIK,kai/kg,kai/kg,kg act.ingrd. / kg
000,E,L,L,l,l,Liter
000,E,L2,LMI,l/min,l/min,Liter/Minute
000,E,LB,LB,lb,US pound,US pound
000,E,LE,AU,AU,Activ.unit,Activity unit
000,E,LHK,LHK,l/hkm,l/100 km,Liter per 100 km
000,E,LMS,LMS,l/m_.s,l/mol.s,Liter/Molsecond
000,E,LPH,LPH,L/hr,Liter/hr,Liter per hour
000,E,M,M,m,m,Meter
000,E,M%,M%,%(m),%(m),Percent mass
000,E,M%O,M%O,%O(m),%0(mass),Permille mass
000,E,M/S,M/S,m/s,m/s,Meter/second
000,E,M2,M2,m2,m2,Square meter
000,E,M2I,M-2,1/M2,1/M2,1 / square meter
000,E,M2S,M2S,m2/s,m2/s,Square meter/second
000,E,M3,M3,m3,m3,Cubic meter
000,E,M3D,M3D,m3/d,m3/day,Cubic meter/day
000,E,M3S,M3S,m3/s,m3/s,Cubic meter/second
000,E,MA,MA,mA,mA,Milliampere
000,E,MBA,MBA,mbar,mbar,Millibar
000,E,MBZ,MBZ,m.b_/s,m.bar/s,Meterbar/second
000,E,MEJ,MEJ,MJ,MJ,Megajoule
000,E,MG,MG,mg,mg,Milligram
000,E,MGF,MGE,mg/cm2,mg/cm2,Milligram/Square centimeter
000,E,MGG,MGG,mg/g,mg/g,Milligram/gram
000,E,MGK,MGK,mg/kg,mg/kg,Milligram/kilogram
000,E,MGL,MGL,mg/l,mg/l,Milligram/liter
000,E,MGQ,MGQ,mg/m3,mg/m3,Milligram/cubic meter
000,E,MGW,MGW,VA,VA,Megawatt
000,E,MHZ,MHZ,MHz,MHz,Megahertz
000,E,MI,MI,mile,Mile,Mile
000,E,MI2,MI2,Mile2,Sq. mile,Square mile
000,E,MIM,µM,µm,µm,Micrometer
000,E,MIN,MIN,min,min.,Minute
000,E,MIS,MIS,µs,µs,Microsecond
000,E,MJ,MIJ,mJ,mJ,Millijoule
000,E,ML,ML,ml,ml,Milliliter
000,E,MLK,MLK,ml/m3,ml/m3,Milliliter/cubic meter
000,E,MLW,MLI,mlai,ml act.in.,Milliliter act. ingr.
000,E,MM,MM,mm,mm,Millimeter
000,E,MM2,MM2,mm2,mm2,Square millimeter
000,E,MMA,MMA,mm/a,mm/a,Millimeter/year
000,E,MMG,MMG,mmol/g,mmol/g,Millimol/gram
000,E,MMH,MMH,mm/h,mm/h,Millimeter/hour
000,E,MMK,MMK,m_/kg,mmol/kg,Millimol/kilogram
000,E,MMO,MMO,mmol,mmol,Millimol
000,E,MMQ,MM3,mm3,mm3,Cubic millimeter
000,E,MMS,MMS,mm/s,mm/s,Millimeter/second
000,E,MNM,MNM,mN/m,mN/m,Millinewton/meter
000,E,MOK,MOK,mol/kg,mol/kg,Mol/kilogram
000,E,MOL,MOL,mol,mol,Mol
000,E,MON,MON,Months,Months,Months
000,E,MPA,MPA,MPa,MPa,Megapascal
000,E,MPB,MPB,ppb(m),ppb(m),Mass parts per billion
000,E,MPG,MPG,MPG US,Mi/Gal(US),Miles per gallon (US)
000,E,MPM,MPM,ppm(m),ppm(m),Mass parts per million
000,E,MPS,MPS,mPa.s,mPa.s,Millipascal seconds
000,E,MPT,MPT,ppt(m),ppt(m),Mass parts per trillion
000,E,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/second
000,E,MQH,M3H,m3/h,m3/h,Cubic meter/Hour
000,E,MS,MSE,ms,ms,Millisecond
000,E,MS2,MS2,m/s2,m/s2,Meter/second squared
000,E,MTE,MTE,mT,mT,Millitesla
000,E,MTS,M/H,m/h,m/h,Meter/Hour
000,E,MV,MV,mV,mV,Millivolt
000,E,MVA,MVA,MVA,MVA,Megavoltampere
000,E,MW,MW,mW,mW,Milliwatt
000,E,MWH,MWH,MWh,MWh,Megawatt hour
000,E,N,N,N,N,Newton
000,E,NAM,NAM,nm,nm,Nanometer
000,E,NM,NM,N/m,N/m,Newton/meter
000,E,NS,NS,ns,ns,Nanosecond
000,E,OCM,OCM,Ohcm,Ohm*cm,Spec. Elec. Resistance
000,E,OHM,OHM,Ohm,Ohm,Ohm
000,E,OM,OM,Ohmm,Ohm*m,Spec. Elec. Resistance
000,E,OZ,OZ,oz,Ounce,Ounce
000,E,OZA,FOZ,foz US,Fld.oz US,Fluid Ounce US
000,E,P,P,P,Points,Points
000,E,PA,PA,Pa,Pa,Pascal
000,E,PAA,PAA,PAIR,Pair,Pair
000,E,PAK,PAC,PAC,Pack,Pack
000,E,PAL,PAL,PAL,Pallet,Pallet
000,E,PAS,PAS,Pas,Pascal sec,Pascal second
000,E,PMI,PMI,1/min,1/min,1/minute
000,E,PMR,PMR,kg/m2s,kg/m2*s,Permeation Rate SI
000,E,PPB,PPB,ppb,ppb,Parts per billion
000,E,PPM,PPM,ppm,ppm,Parts per million
000,E,PPT,PPT,ppt,ppt,Parts per trillion
000,E,PRM,PRM,ug/c2m,ug/cm2*min,Permeation Rate
000,E,PRS,PRS,PRS,Persons,Number of Persons
000,E,PS,PS,ps,ps,Picosecond
000,E,PT,PT,pt US,Pint US l,Pint\ US liquid
000,E,QT,QT,qt US,Quart US l,Quart\ US liquid
000,E,RHO,RHO,g/cm3,g/cm3,Gram/cubic centimeter
000,E,ROL,ROL,ROL,Role,Role
000,E,S,S,s,s,Second
000,E,ST,PC,PC,Piece,Piece
000,E,STD,HR,hrs,Hours,Hours
000,E,TAG,DAY,Days,Days,Days
000,E,TC3,TC3,1/cm3,1/cm3,1/cubic centimeter
000,E,TES,TES,D,D,Tesla
000,E,TH,TS,thou,Thousands,Thousands
000,E,TM3,TM3,1/m3,1/m3,1/cubic meter
000,E,TO,TO,t,t,Tonne
000,E,TON,TON,ton,US ton,US ton
000,E,TST,001,000001,,
000,E,UGL,µGL,µg/l,µg/l,Microgram/liter
000,E,V,V,V,V,Volt
